order_id,product_id,sales,quantity,profit,discount
CA-2016-105354,OFF-BI-10001107,115.8,8,54.4,0
CA-2017-169817,OFF-BI-10004141,1.9,2,-1.5,0.7
CA-2016-128531,TEC-AC-10002049,297.6,3,-7.4,0.2
CA-2017-121083,OFF-PA-10001497,274.8,5,134.7,0
CA-2017-162978,FUR-TA-10003473,300.9,1,11.3,0.2
CA-2016-136770,TEC-AC-10000420,280,5,49,0.2
US-2014-140452,FUR-FU-10002088,10.8,3,-4.8,0.6
CA-2014-115336,OFF-BI-10001107,14.5,5,-23.9,0.8
CA-2016-161816,TEC-PH-10003012,369.6,3,41.6,0.2
CA-2017-131954,TEC-AC-10003610,180,3,86.4,0
CA-2017-102946,OFF-BI-10004492,75.8,3,25.6,0.2
CA-2016-157161,OFF-BI-10004728,24.1,5,11.1,0
CA-2017-140627,OFF-AR-10000422,12.3,7,1.1,0.2
CA-2017-128328,OFF-LA-10003498,133.2,9,66.6,0
CA-2016-116918,OFF-BI-10004140,5.4,4,-4.5,0.7
CA-2017-142174,OFF-PA-10000806,89.6,2,32.5,0.2
CA-2014-113964,OFF-BI-10004654,18.5,4,6.9,0.2
CA-2017-121160,OFF-BI-10001308,7.5,6,-13.2,0.8
CA-2017-165603,OFF-PA-10002552,13,2,6.2,0
CA-2017-121615,OFF-PA-10000327,8.6,2,3.9,0
CA-2016-105081,FUR-CH-10000847,698.4,3,52.4,0.2
CA-2017-107265,OFF-PA-10000474,106.3,3,50,0
CA-2017-138310,TEC-AC-10001990,431.9,9,64.8,0.2
CA-2017-169691,OFF-ST-10001291,84.6,5,22.8,0
CA-2015-146486,TEC-AC-10002018,14,2,6,0
US-2014-104759,OFF-BI-10002071,8.1,7,-13.8,0.8
CA-2014-114510,OFF-BI-10003007,62,2,20.2,0.2
CA-2014-127446,FUR-FU-10000221,6.1,3,-4,0.6
CA-2014-129924,OFF-BI-10003314,7.7,2,2.8,0.2
CA-2016-145240,OFF-ST-10001590,10.8,1,0.8,0.2
US-2017-118087,TEC-AC-10003174,258.7,3,64.7,0.2
US-2014-155544,FUR-CH-10000422,218.4,3,-10.9,0.2
CA-2016-135776,OFF-PA-10004327,47.9,1,23,0
US-2016-125402,OFF-LA-10001771,5,1,2.3,0
CA-2014-105249,FUR-BO-10000330,411.3,4,-4.8,0.15
CA-2017-124716,OFF-PA-10001144,111,2,53.3,0
US-2017-166394,OFF-FA-10001843,14.8,6,7,0
CA-2016-136231,OFF-EN-10001099,23.5,3,7.6,0.2
CA-2014-127012,OFF-FA-10004854,23,2,10.8,0
CA-2016-108644,OFF-BI-10000343,2,2,-3.2,0.8
CA-2014-132010,OFF-BI-10002432,15.2,3,7.1,0
CA-2015-136728,OFF-EN-10002621,7.8,1,2.9,0.2
CA-2017-123491,FUR-CH-10003061,72,1,-0.9,0.2
CA-2014-138527,OFF-AP-10001469,166.8,5,18.8,0.2
US-2014-147606,FUR-FU-10003194,19.3,5,-14.5,0.6
CA-2014-140004,OFF-AR-10004685,7.4,2,1.2,0.2
CA-2015-144806,OFF-ST-10004804,247.1,6,-58.7,0.2
CA-2015-119627,TEC-AC-10001142,252.8,4,-31.6,0.2
CA-2016-129714,OFF-BI-10002160,3,1,1.1,0.2
US-2015-123960,TEC-AC-10003038,53.7,6,10.2,0
CA-2017-163265,OFF-FA-10004854,18.4,2,6.2,0.2
CA-2016-153269,OFF-BI-10004632,51.8,4,23.3,0
CA-2016-124590,FUR-CH-10003746,449.4,2,-12.8,0.3
CA-2015-147830,FUR-FU-10004091,262.9,7,69,0.2
US-2016-114622,OFF-BI-10004716,8.9,2,-6.5,0.7
CA-2015-103870,OFF-ST-10002562,22.5,3,2.3,0.2
CA-2015-156734,OFF-BI-10002982,6.1,3,-4.5,0.7
US-2016-128678,OFF-BI-10002103,48.7,7,15.8,0.2
CA-2014-115980,TEC-AC-10003709,3,3,1.3,0
CA-2016-118689,OFF-ST-10001558,32.5,2,4.9,0
CA-2017-123491,OFF-PA-10003424,7.4,2,3.7,0
CA-2017-140186,OFF-BI-10003364,46.7,2,16.3,0.2
US-2015-157014,OFF-BI-10001098,32.1,5,-22.4,0.7
CA-2014-157147,OFF-ST-10000078,1325.9,5,238.7,0
US-2015-147739,FUR-FU-10001468,547.1,4,-68.4,0.2
US-2016-142685,OFF-SU-10000157,835.2,7,16.7,0
CA-2014-103310,FUR-CH-10002320,256.8,1,32.1,0.2
CA-2014-164182,FUR-FU-10001057,32,2,1.2,0.2
CA-2014-115133,OFF-AP-10001634,16.7,6,1.3,0.2
CA-2016-161361,OFF-PA-10001838,17.6,3,8.6,0
CA-2017-135937,FUR-FU-10002253,68.7,2,16.3,0.2
US-2014-146353,OFF-BI-10003476,22.9,4,11,0
CA-2016-113138,OFF-AR-10003770,17.3,6,5,0
CA-2016-137239,OFF-EN-10002230,134.3,2,45.3,0.2
CA-2017-136350,FUR-FU-10003601,276.7,3,49.8,0
CA-2015-119214,OFF-PA-10002893,29,3,13.9,0
CA-2016-128531,OFF-ST-10001325,41.9,5,3.7,0.2
CA-2017-103352,OFF-BI-10001196,107.4,6,36.3,0.2
CA-2017-122280,OFF-PA-10004911,18.8,2,9,0
CA-2015-149678,OFF-SU-10004498,12.9,1,0.4,0
CA-2017-103065,FUR-FU-10000175,43.9,4,6,0.2
CA-2014-107769,TEC-PH-10001336,258,2,74.8,0
CA-2015-145485,OFF-ST-10000649,62.8,4,15.7,0
US-2017-123862,OFF-ST-10002301,61,3,0.6,0
CA-2017-130148,OFF-SU-10001574,7.3,2,2.2,0
CA-2015-160213,OFF-PA-10003848,19.4,3,9.3,0
CA-2015-102281,FUR-BO-10002613,899.1,4,112.4,0.2
CA-2015-119508,OFF-AR-10003723,16.9,5,6.3,0
CA-2016-107475,OFF-FA-10002988,9.6,6,3.5,0.2
CA-2014-151162,TEC-PH-10001809,179.9,2,-45,0.4
CA-2015-132626,OFF-FA-10002763,15.8,4,5.1,0
CA-2017-138548,OFF-AP-10002578,97.8,2,25.4,0
CA-2015-136658,OFF-AR-10000817,6.1,2,2.1,0
CA-2017-157987,TEC-AC-10002842,238,2,38.1,0
CA-2017-145779,OFF-PA-10002254,84.4,4,27.4,0.2
CA-2017-127306,TEC-PH-10001924,112,2,7,0.2
CA-2016-137848,OFF-EN-10001137,16.5,4,7.6,0
CA-2017-119655,OFF-BI-10001036,36.6,4,18.3,0
CA-2017-125381,TEC-AC-10000158,108,3,22.7,0
CA-2015-149587,OFF-PA-10003177,13,2,6.2,0
CA-2017-130764,FUR-BO-10003034,556.7,5,6.5,0.15
CA-2017-104864,OFF-PA-10003309,41.5,8,14.5,0.2
CA-2016-118514,FUR-CH-10000015,866.4,4,225.3,0
CA-2014-101560,OFF-PA-10001363,86,7,40.4,0
CA-2014-158442,OFF-AR-10003732,4.4,2,0.3,0.2
CA-2014-125514,OFF-AP-10003281,36.3,3,10.9,0
CA-2017-126354,OFF-PA-10004381,115.3,3,40.4,0.2
CA-2016-153682,TEC-CO-10001046,840,2,70,0.4
CA-2014-126403,OFF-ST-10000078,1325.9,5,238.7,0
US-2016-134761,TEC-PH-10002890,36.2,1,2.7,0.2
CA-2017-132647,OFF-ST-10003123,166.5,5,39.9,0
CA-2016-118255,TEC-AC-10000171,46,2,19.8,0
CA-2017-143567,FUR-CH-10000454,975.9,4,292.8,0
CA-2017-117324,FUR-BO-10003159,459.9,4,41.4,0
US-2016-127425,TEC-PH-10003442,33,6,8.3,0
CA-2015-119291,OFF-EN-10000927,201,7,62.8,0.2
CA-2015-143147,FUR-CH-10004754,104.9,5,-4.5,0.3
CA-2017-157931,FUR-CH-10000785,723.9,4,188.2,0
CA-2016-140571,OFF-PA-10001954,45.7,2,21,0
CA-2017-167101,TEC-AC-10001266,26,2,11.7,0
CA-2016-154711,OFF-AR-10001860,20.8,3,7.5,0
CA-2017-121195,OFF-ST-10000585,264.3,2,19.8,0.2
CA-2016-105732,OFF-ST-10004340,373.1,6,100.7,0
CA-2015-122287,OFF-PA-10001661,12,3,4.3,0.2
CA-2017-137596,TEC-AC-10004666,1928.8,7,829.4,0
CA-2015-161830,OFF-BI-10001097,15,3,5.4,0.2
CA-2015-134782,OFF-EN-10001434,105.4,2,51.7,0
CA-2015-159380,OFF-PA-10003893,12.8,3,5.8,0
CA-2017-161480,FUR-BO-10004015,192,2,4.8,0.2
CA-2014-114510,OFF-ST-10003221,21.4,2,5.8,0
CA-2017-159884,OFF-ST-10000344,10.7,1,0.8,0.2
CA-2017-119011,OFF-SU-10004768,17.2,3,5.2,0
US-2017-164056,FUR-TA-10001307,1048.4,5,-69.9,0.4
CA-2014-126333,OFF-PA-10000223,5.2,1,1.8,0.2
US-2017-165344,OFF-BI-10003196,11.2,10,-7.5,0.7
CA-2014-156594,OFF-BI-10004632,488,2,152.5,0.2
US-2014-130379,FUR-FU-10002553,29.3,2,-24.2,0.6
CA-2017-152198,OFF-BI-10001628,6.3,2,-5.2,0.7
CA-2016-132094,TEC-AC-10001109,48,2,13.2,0.2
CA-2017-145338,OFF-AR-10002053,4.8,2,0.5,0.2
CA-2014-127866,OFF-ST-10001490,535.4,3,160.6,0
CA-2015-132570,OFF-EN-10003055,80,2,36,0
CA-2015-158421,TEC-PH-10000369,630,5,176.4,0
CA-2017-145429,OFF-BI-10001524,50.4,3,17.6,0.2
CA-2014-131009,OFF-FA-10004395,18.8,5,-3.5,0.2
CA-2016-109953,FUR-FU-10000073,30.8,4,10.2,0
CA-2014-115791,OFF-BI-10001575,18.6,2,-13.6,0.7
CA-2016-164770,FUR-BO-10003893,781.9,10,-138,0.32
CA-2017-142671,OFF-BI-10004099,11.5,5,-7.7,0.7
CA-2015-108259,OFF-FA-10000624,31.5,11,11.8,0.2
CA-2017-100111,OFF-ST-10000615,45.4,4,12.7,0
CA-2014-134103,OFF-ST-10000991,229.9,2,6.9,0
CA-2015-102855,TEC-AC-10001767,239.9,6,26.4,0
CA-2016-142335,OFF-ST-10000036,296.4,3,80,0
CA-2017-127026,TEC-AC-10002049,620,5,111.6,0
US-2014-159926,OFF-ST-10003656,76.8,1,-16.3,0.2
CA-2017-136448,OFF-BI-10002393,3.4,2,-2.8,0.7
CA-2014-119144,FUR-BO-10004015,306,3,25.2,0.15
CA-2014-150329,FUR-FU-10003724,46.9,7,3.5,0.2
CA-2014-115259,OFF-EN-10002504,130.5,6,44,0.2
CA-2015-123113,OFF-AR-10004999,17.9,3,4.5,0
CA-2015-128083,OFF-EN-10004030,8.7,3,2.9,0.2
CA-2015-127481,OFF-PA-10002036,32.4,5,15.9,0
US-2016-103674,OFF-BI-10003727,13.4,4,4.7,0.2
US-2017-106145,OFF-PA-10002245,35.9,6,16.1,0
CA-2014-142510,OFF-ST-10000585,132.2,1,9.9,0.2
CA-2017-131366,OFF-PA-10000675,229.5,7,83.2,0.2
CA-2015-137106,TEC-PH-10000011,80,5,28,0.2
CA-2014-145387,FUR-CH-10002320,1604.9,5,481.5,0
CA-2017-125388,OFF-ST-10000918,32.7,3,8.5,0
CA-2016-137127,OFF-LA-10001641,9.5,3,4.5,0
CA-2015-150770,OFF-BI-10001575,49.6,2,17.3,0.2
CA-2016-126858,FUR-FU-10000448,32,2,1.6,0
CA-2017-141705,FUR-TA-10004607,517.4,5,-81.3,0.3
US-2017-101840,TEC-PH-10002538,227.5,6,66,0
CA-2015-153220,OFF-PA-10003016,15.7,5,7.1,0
US-2016-114013,OFF-BI-10004318,51.9,1,-41.5,0.7
US-2014-160780,OFF-BI-10002931,25.2,2,-16.8,0.7
CA-2014-126200,OFF-BI-10002133,25.7,3,-39.8,0.8
CA-2016-116526,OFF-BI-10004728,24.1,5,11.1,0
CA-2014-166863,OFF-PA-10001166,15.6,3,5.4,0.2
CA-2017-148929,OFF-ST-10003282,478.1,8,133.9,0
CA-2016-114538,OFF-AR-10002445,11.3,2,2.5,0.2
CA-2016-127208,OFF-AP-10002118,208.2,1,56.2,0
CA-2014-142769,OFF-FA-10000840,5.7,5,2.7,0
CA-2016-156573,FUR-FU-10001085,44.8,3,14.5,0.2
CA-2016-125850,OFF-LA-10004484,20.7,5,9.5,0
US-2017-110149,OFF-BI-10000014,3.3,1,-2.5,0.7
CA-2016-106950,OFF-AR-10003560,19.5,4,3.4,0.2
CA-2016-116344,OFF-ST-10001713,84.8,2,-17,0.2
CA-2015-109386,OFF-AP-10003266,44.4,3,18.7,0
CA-2015-120810,OFF-AP-10002892,68.9,3,20.7,0
CA-2014-153150,OFF-BI-10003355,19.9,5,7,0.2
CA-2016-135776,OFF-ST-10003470,1117.9,4,55.9,0
US-2017-160465,OFF-BI-10001670,33.9,3,-22.6,0.7
CA-2017-111577,OFF-PA-10000062,307.8,7,111.6,0.2
CA-2015-137946,OFF-BI-10004140,14.4,4,4.5,0.2
CA-2016-166674,TEC-PH-10002365,35.1,4,9.1,0
CA-2017-158120,OFF-BI-10002813,4.2,7,-3.5,0.7
CA-2014-119032,OFF-FA-10003021,3.8,2,1.3,0
CA-2014-162775,OFF-BI-10004187,5.6,3,2.7,0
CA-2016-160129,FUR-FU-10003976,70.4,7,12.3,0.2
US-2016-108504,OFF-ST-10004804,154.4,3,1.5,0
CA-2015-151470,OFF-BI-10004040,45.6,11,16.5,0.2
US-2014-120740,FUR-FU-10004091,187.8,4,77,0
US-2017-116652,FUR-CH-10002961,218.4,3,0,0.2
CA-2015-131597,FUR-TA-10002607,170.1,3,-8.5,0.2
CA-2016-134474,TEC-AC-10001714,191.5,6,40.7,0.2
US-2017-156083,OFF-PA-10001560,9.7,2,3.3,0.2
CA-2017-141782,OFF-EN-10002230,268.6,4,90.6,0.2
CA-2017-169691,OFF-LA-10002312,44.4,3,22.2,0
CA-2015-113152,TEC-AC-10002049,843.9,2,371.3,0
CA-2016-160941,OFF-LA-10003766,3.2,1,1.5,0
CA-2016-130946,FUR-CH-10004540,96,4,-4.1,0.3
US-2014-158365,OFF-PA-10000289,32.4,5,15.6,0
CA-2016-157749,OFF-PA-10003349,25.9,5,9.4,0.2
CA-2017-136609,OFF-PA-10004381,115.3,3,40.4,0.2
CA-2015-119907,OFF-BI-10001765,55.4,2,19.4,0.2
CA-2015-144652,OFF-AR-10003732,19.5,7,5.1,0
CA-2015-132136,OFF-BI-10002706,8.6,3,-14.6,0.8
CA-2015-121391,OFF-ST-10001590,27,2,7,0
CA-2017-117422,OFF-AP-10000938,161.6,2,16.2,0.2
CA-2017-121293,OFF-SU-10004884,37.8,3,4.2,0.2
CA-2016-126158,FUR-CH-10002602,241.6,2,18.1,0.2
CA-2017-134796,TEC-PH-10003505,148.5,2,16.7,0.2
CA-2017-143063,FUR-FU-10003708,121.3,2,25.5,0
CA-2017-129462,TEC-PH-10002085,66,1,17.2,0
CA-2017-126956,OFF-SU-10000381,37.2,4,10.8,0
CA-2015-162369,OFF-ST-10000046,323.1,2,61.4,0
CA-2016-105018,OFF-BI-10001890,7.2,2,3.4,0
CA-2017-143035,TEC-AC-10002049,372,3,67,0
CA-2017-136448,FUR-FU-10003832,22.5,3,2.3,0.2
CA-2014-133704,OFF-BI-10001636,20.2,3,6.6,0.2
CA-2017-155642,FUR-FU-10004973,22.6,3,-10.2,0.6
US-2017-109316,FUR-BO-10004834,1497.7,2,141,0.15
CA-2014-165428,OFF-PA-10004100,31.1,6,10.9,0.2
CA-2017-104220,OFF-BI-10001036,18.3,2,9.1,0
CA-2015-137064,OFF-ST-10003470,670.8,3,-125.8,0.2
CA-2017-146780,FUR-FU-10001934,42,2,10.9,0
CA-2017-157833,OFF-BI-10001721,51.3,3,18,0.2
CA-2016-159016,OFF-PA-10004405,14.9,5,7.2,0
US-2014-167633,OFF-PA-10004888,15.6,3,5.4,0.2
CA-2016-142594,OFF-AP-10002945,902,3,297.6,0
CA-2016-154739,FUR-CH-10002965,321.6,2,28.1,0.2
CA-2016-124814,OFF-PA-10002787,13,2,6.2,0
CA-2016-156811,OFF-AP-10001366,43.9,4,11.9,0
CA-2016-102981,TEC-AC-10004761,31.9,2,11.2,0
CA-2017-164756,OFF-PA-10000673,51,7,24.5,0
CA-2017-134845,OFF-PA-10002005,20.7,4,7.3,0.2
US-2015-153500,OFF-PA-10001307,6.7,2,2.4,0.2
CA-2015-150875,TEC-PH-10001254,304.8,3,22.9,0.2
CA-2017-111556,OFF-PA-10003651,46.8,7,22.4,0
CA-2017-128965,FUR-CH-10003774,218.4,3,-19.1,0.2
CA-2014-141726,OFF-PA-10002230,19.9,4,9.8,0
CA-2017-166695,FUR-FU-10002191,7,1,3.4,0
CA-2016-145261,FUR-TA-10002530,377.5,5,-264.2,0.5
CA-2014-112718,OFF-BI-10000591,1.2,1,-0.9,0.7
CA-2016-104311,OFF-ST-10002957,12.7,3,-3.2,0.2
US-2015-146745,OFF-BI-10003274,6.4,2,2.1,0.2
CA-2014-140396,OFF-PA-10000223,25.9,4,12.4,0
CA-2015-157770,TEC-AC-10001552,248.9,5,27.4,0
CA-2015-113222,OFF-BI-10001890,10.7,3,5.2,0
CA-2017-102974,TEC-AC-10000057,150,5,31.5,0
CA-2015-131884,OFF-AR-10004078,37.4,8,4.7,0.2
US-2017-167920,TEC-AC-10001013,146.5,5,48.3,0
CA-2017-143686,TEC-AC-10001838,1399.9,7,602,0
CA-2017-157987,OFF-BI-10004970,26.4,8,8.9,0.2
CA-2016-165316,TEC-MA-10004002,265.5,1,-111.5,0.5
CA-2016-146206,FUR-TA-10004086,300.9,5,-34.4,0.3
CA-2017-121125,TEC-AC-10002323,35.4,2,-3.1,0.2
CA-2014-124618,TEC-CO-10004202,480,2,90,0.2
CA-2015-129917,OFF-BI-10004828,53.6,4,19.4,0.2
CA-2016-119018,OFF-PA-10000295,38.9,6,18.7,0
CA-2017-132185,OFF-AR-10000422,8.8,5,0.8,0.2
CA-2017-161956,OFF-ST-10001370,354.9,5,17.7,0
CA-2017-104864,OFF-BI-10001636,20.2,8,-16.2,0.7
CA-2017-102925,OFF-PA-10001870,13,2,6.2,0
CA-2017-106859,OFF-PA-10001534,45.4,7,21.8,0
CA-2015-103933,TEC-AC-10004171,899.9,9,396,0
CA-2014-102988,OFF-AR-10000127,23,7,6.7,0
US-2016-160528,OFF-ST-10002743,727.3,8,-172.7,0.2
CA-2016-109057,OFF-ST-10002406,24,2,2.4,0.2
CA-2017-140298,OFF-ST-10004180,74.4,2,-14.9,0.2
CA-2016-112102,FUR-TA-10004086,343.9,4,75.7,0
CA-2016-115756,FUR-FU-10000246,12.2,1,3.7,0
CA-2016-113607,TEC-PH-10004094,1091.9,7,273,0
CA-2017-151211,TEC-AC-10004510,98.2,6,9.8,0
CA-2016-120082,OFF-AR-10001955,59.5,3,17.9,0
CA-2017-131492,OFF-LA-10001641,31.5,10,15.1,0
CA-2016-147256,OFF-AP-10003057,1927.6,7,751.8,0
CA-2016-155516,FUR-BO-10002545,1043.9,4,271.4,0
CA-2017-166184,TEC-PH-10002624,470,1,136.3,0
CA-2014-168368,OFF-BI-10004728,9.6,2,4.4,0
CA-2016-167759,TEC-PH-10003171,134.9,3,37.8,0
CA-2014-114433,TEC-AC-10002800,150,3,52.5,0
CA-2014-127446,OFF-LA-10000248,5.9,2,2,0.2
US-2016-156986,OFF-BI-10002498,16.8,3,-12.9,0.7
CA-2017-144491,FUR-BO-10001811,1023.3,5,-30.1,0.32
CA-2015-100818,OFF-PA-10001125,173.5,7,54.2,0.2
CA-2017-125451,FUR-FU-10004963,35,4,14.7,0
CA-2014-100895,TEC-PH-10001425,240,3,67.2,0
CA-2017-154102,OFF-PA-10001593,29.9,5,13.5,0
US-2016-139087,OFF-ST-10000604,69.5,2,17.4,0
CA-2017-107517,TEC-PH-10003505,371.2,5,41.8,0.2
CA-2017-135937,TEC-PH-10004447,333.6,3,25,0.2
CA-2017-136364,FUR-FU-10002501,91,9,19.3,0.2
CA-2017-130036,TEC-AC-10001908,1119.9,14,210,0.2
CA-2014-142965,OFF-BI-10000977,27.4,3,-21.9,0.7
CA-2015-167255,OFF-PA-10003441,13,2,6.2,0
CA-2016-130484,OFF-BI-10000088,26.4,8,-18.4,0.7
CA-2017-121258,TEC-PH-10003645,258.6,2,19.4,0.2
CA-2014-169019,OFF-BI-10004995,2177.6,8,-3701.9,0.8
US-2017-167920,OFF-ST-10004963,15.1,1,0.6,0
CA-2016-109827,TEC-AC-10002217,45.1,3,-7.9,0.2
CA-2016-106558,TEC-AC-10001142,316,4,31.6,0
CA-2015-130022,OFF-AR-10001915,29.8,3,12.5,0
CA-2016-152730,OFF-AR-10003732,5.6,2,1.4,0
CA-2017-100013,OFF-AR-10001022,5.7,2,1.8,0
CA-2015-124541,TEC-AC-10002550,25.5,2,4.5,0.2
CA-2016-100965,FUR-FU-10003039,215.7,5,73.3,0
CA-2017-128076,FUR-FU-10000293,210.6,2,12.6,0
CA-2017-156895,FUR-CH-10003535,128.1,3,-23.8,0.3
CA-2016-146423,OFF-AR-10004817,15.5,3,4.5,0
CA-2017-143378,FUR-BO-10001972,72.6,2,-128.2,0.7
CA-2016-109365,OFF-PA-10004359,314.6,3,151,0
CA-2014-149958,OFF-BI-10001543,43.2,4,-31.7,0.7
CA-2016-128867,OFF-BI-10003981,27.2,6,13.3,0
US-2016-131611,TEC-AC-10004001,172,5,45.1,0.2
CA-2016-136329,FUR-FU-10000723,165.3,4,14.9,0
CA-2015-119291,OFF-BI-10001982,4.9,3,-3.4,0.7
CA-2017-113530,TEC-AC-10001465,36.3,1,10.9,0
CA-2017-158407,FUR-FU-10001967,32,2,2,0.2
CA-2017-144848,TEC-PH-10004006,41.2,1,11.1,0
CA-2017-134649,OFF-BI-10001890,7.2,2,3.4,0
CA-2016-168046,FUR-TA-10001095,313.7,3,-99.3,0.4
CA-2016-125843,OFF-LA-10003923,103.6,7,51.8,0
CA-2016-169957,OFF-AP-10000576,236.9,6,66.3,0
US-2016-155768,OFF-EN-10001219,22.9,3,11.2,0
CA-2017-124436,OFF-BI-10000343,27.5,7,9.3,0.2
CA-2014-131947,OFF-AR-10001473,5.2,2,0.5,0.2
CA-2016-135265,OFF-PA-10002923,48.9,1,24.5,0
CA-2017-145702,OFF-PA-10001526,27.9,7,10.1,0.2
CA-2017-156664,OFF-PA-10002222,91.4,5,29.7,0.2
CA-2016-127243,TEC-PH-10004539,340.2,3,-73.7,0.4
CA-2016-138282,OFF-AP-10001366,87.8,8,23.7,0
US-2016-100461,OFF-BI-10001460,106.1,7,49.8,0
US-2017-118087,OFF-AR-10003602,4.7,1,1.6,0.2
CA-2015-120845,OFF-PA-10004665,10.5,1,3.8,0.2
CA-2017-140151,OFF-ST-10001558,32.5,2,4.9,0
CA-2016-109925,OFF-ST-10003442,84.8,3,22.9,0
US-2015-138121,FUR-CH-10003846,302.9,3,48.5,0
CA-2016-100300,TEC-MA-10000984,4476.8,4,503.6,0.2
CA-2015-129896,FUR-FU-10004904,364.7,6,-36.5,0.2
CA-2015-148376,OFF-LA-10002381,21.6,7,10.3,0
CA-2014-136399,TEC-AC-10001142,395,5,39.5,0
CA-2014-150518,TEC-PH-10002103,282,3,79,0
CA-2014-145387,OFF-AR-10001683,49.3,5,18.7,0
CA-2016-150007,OFF-LA-10001982,6,2,2.1,0.2
CA-2014-125514,OFF-PA-10000029,6.5,1,3.1,0
CA-2014-163552,FUR-FU-10000629,124.1,9,52.1,0
CA-2016-163951,OFF-AR-10004269,16.5,5,1.7,0.2
CA-2016-108882,TEC-AC-10000420,350,5,119,0
CA-2014-166457,OFF-PA-10003016,9.4,3,4.2,0
US-2015-140200,FUR-TA-10002356,393.2,3,-204.4,0.5
CA-2015-168004,FUR-CH-10001482,392.9,3,43.2,0
US-2014-140116,OFF-ST-10000078,636.4,3,-15.9,0.2
CA-2017-134880,OFF-PA-10004039,44.8,1,16.2,0.2
US-2014-127978,OFF-LA-10000305,15.1,3,4.9,0.2
CA-2014-140396,TEC-PH-10004447,833.9,6,216.8,0
CA-2015-142454,FUR-FU-10004018,104.2,7,28.1,0
US-2017-104955,OFF-LA-10003121,28.9,7,13.3,0
CA-2015-111164,TEC-PH-10004531,22,1,10.6,0
CA-2014-100972,OFF-PA-10000357,166.4,3,79.9,0
CA-2017-169054,FUR-FU-10001488,254.4,3,0,0.2
CA-2015-129532,TEC-AC-10000865,236,4,40.1,0
US-2016-131674,TEC-AC-10004864,58.4,2,16.8,0.2
CA-2016-147137,OFF-EN-10003567,44,2,20.7,0
US-2014-159618,OFF-SU-10000432,16.7,6,-3.1,0.2
CA-2017-111808,OFF-BI-10004656,10.8,5,5.2,0
CA-2015-161795,OFF-AR-10001919,3,2,0.3,0.2
CA-2015-137925,OFF-PA-10002659,23.7,7,10.9,0
CA-2014-111500,OFF-FA-10002676,12.7,7,4.6,0
US-2016-141544,OFF-BI-10001524,37.8,6,-27.7,0.7
CA-2017-132199,OFF-BI-10003684,26.4,4,-17.6,0.7
CA-2014-124737,TEC-PH-10000149,143.6,9,10.8,0.2
CA-2015-165057,OFF-AR-10004648,181.4,9,49,0
CA-2014-157623,OFF-AR-10003723,3.4,1,1.3,0
CA-2016-138667,TEC-AC-10003063,40,2,0.5,0.2
CA-2015-114468,OFF-PA-10000809,10.4,2,3.6,0.2
US-2015-101511,FUR-CH-10004698,396.8,7,-11.3,0.3
CA-2016-149314,FUR-CH-10002126,195.2,1,19.5,0.2
US-2016-163258,OFF-BI-10000138,11.2,3,3.9,0.2
CA-2016-137729,TEC-PH-10001433,246.2,3,21.5,0.2
CA-2017-109715,OFF-PA-10004965,16,2,5,0.2
CA-2017-155873,OFF-PA-10001815,192.2,4,92.2,0
CA-2017-102414,TEC-PH-10002923,29.6,1,2.6,0.2
CA-2014-156433,OFF-PA-10003724,21.7,4,10.6,0
CA-2015-121650,OFF-LA-10001045,2.6,1,1.2,0
US-2015-131842,FUR-CH-10004477,97.4,2,11,0.2
CA-2015-142937,OFF-AR-10003582,45,2,4.5,0.2
CA-2014-159520,OFF-SU-10001664,17.1,2,4.5,0
CA-2016-158694,OFF-ST-10001496,720.8,4,187.4,0
CA-2017-117646,FUR-FU-10001037,22.8,3,7.1,0.2
CA-2016-109827,TEC-MA-10003356,270,2,-387,0.7
CA-2014-114125,OFF-ST-10001505,23.9,4,4.1,0
CA-2015-103072,OFF-AR-10000127,16.4,5,4.8,0
CA-2016-109827,FUR-TA-10002607,35.4,1,-24.1,0.5
CA-2016-149503,OFF-BI-10002133,273.9,8,99.3,0.2
US-2016-143819,TEC-MA-10003979,4899.9,7,2401,0
US-2017-165358,TEC-CO-10001943,600,5,70,0.4
CA-2017-123043,OFF-BI-10000138,3.7,1,1.3,0.2
CA-2017-167752,OFF-AP-10000159,34.4,1,3.9,0.2
US-2015-105676,FUR-FU-10004270,6.7,4,-4,0.6
CA-2014-157644,OFF-LA-10003148,18.9,3,8.7,0
CA-2015-130785,FUR-BO-10003159,293.2,3,-20.7,0.15
US-2017-134642,FUR-BO-10004709,231.9,5,5.8,0.2
CA-2017-113908,OFF-PA-10004156,45.4,4,22.2,0
CA-2017-139493,OFF-AR-10003158,15.9,5,2.8,0.2
US-2017-129224,OFF-LA-10003190,4.6,2,1.7,0.2
US-2016-139087,OFF-BI-10000042,12.8,3,4.2,0.2
US-2017-117534,OFF-AR-10003087,16,9,4.5,0
CA-2017-102771,TEC-PH-10001536,85,5,22.1,0
US-2017-162068,OFF-BI-10002813,1.2,2,-1,0.7
CA-2014-104178,OFF-ST-10004258,48.8,4,13.2,0
US-2016-100720,OFF-SU-10001574,5.8,2,0.7,0.2
CA-2016-131835,OFF-AP-10004487,162.6,2,45.5,0
US-2014-148194,OFF-AP-10000696,57.7,4,19,0
CA-2014-140165,OFF-BI-10004519,398.4,8,-332,0.7
CA-2017-128965,TEC-AC-10001383,274.9,11,46.7,0
